registro	ano	mes	dia	tmed	urmed	vento	tmax	urmax	ventomax	tmin	urmin	chuva
4889	2010	5	21	16.29	89.80	0.31	22.25	100.00	4.70	10.05	69.33	0.00
4890	2010	5	22	18.88	83.90	0.53	25.69	100.00	6.95	12.13	48.71	0.00
4891	2010	5	23	19.33	84.80	0.79	26.17	100.00	6.20	12.87	54.18	0.00
4892	2010	5	24	18.97	90.30	0.24	26.03	100.00	3.95	11.60	63.52	0.00
4893	2010	5	25	21.63	87.80	0.47	27.51	100.00	4.70	17.56	57.32	0.20
4894	2010	5	26	20.41	85.10	1.17	27.32	100.00	8.45	15.45	52.05	0.00
4895	2010	5	27	19.19	78.70	1.77	24.72	96.70	8.45	15.05	48.99	0.00
4896	2010	5	28	18.37	82.80	0.88	25.27	100.00	6.95	11.76	53.39	0.00
4897	2010	5	29	19.43	81.90	0.32	28.40	100.00	4.70	12.14	41.58	0.00
4898	2010	5	30	21.35	74.40	0.95	28.82	100.00	8.45	14.38	38.52	0.10
4899	2010	5	31	18.59	78.40	1.26	22.46	100.00	8.45	14.79	49.53	0.10
4900	2010	6	1	16.44	80.70	1.46	22.79	99.20	9.20	10.98	54.33	0.00
4901	2010	6	2	16.57	84.60	0.39	22.52	100.00	6.95	9.89	62.60	0.00
4902	2010	6	3	18.29	83.30	0.67	25.72	100.00	6.20	12.31	50.25	0.00
4903	2010	6	4	18.90	84.20	0.57	25.80	100.00	6.95	11.85	55.92	5.90
4904	2010	6	5	18.85	84.00	1.61	23.50	100.00	9.20	12.29	51.47	9.80
4905	2010	6	6	13.98	77.50	0.30	21.70	100.00	3.95	7.04	38.53	0.00
4906	2010	6	7	13.72	78.10	0.25	23.98	100.00	3.95	5.29	33.19	0.00
4907	2010	6	8	15.05	77.30	0.26	26.09	100.00	3.95	6.11	32.33	0.00
4908	2010	6	9	16.09	82.80	0.36	23.93	100.00	6.95	9.90	48.53	0.00
4909	2010	6	10	16.14	92.80	0.38	22.83	100.00	5.45	11.54	68.19	1.00
4910	2010	6	11	15.98	83.50	1.12	21.78	100.00	8.45	12.51	54.33	0.00
4911	2010	6	12	15.32	80.20	1.73	21.37	98.40	9.95	11.48	54.13	0.00
4912	2010	6	13	14.68	80.10	0.35	22.89	100.00	6.20	7.27	45.86	0.00
4913	2010	6	14	14.76	82.40	0.26	24.72	100.00	3.95	6.87	41.92	0.00
4914	2010	6	15	16.06	79.00	0.41	25.63	100.00	4.70	7.59	40.19	0.00
4915	2010	6	16	17.13	76.00	0.40	26.87	100.00	4.70	8.32	29.53	0.00
4916	2010	6	17	18.31	74.00	0.40	29.29	100.00	4.70	9.02	31.65	0.00
4917	2010	6	18	18.84	72.40	0.53	29.64	100.00	5.45	10.46	28.05	0.00
4918	2010	6	19	20.00	64.16	0.74	30.47	100.00	7.70	9.95	25.92	0.00
4919	2010	6	20	20.18	65.25	0.85	30.44	98.50	7.70	10.45	29.39	0.00
4920	2010	6	21	20.59	70.70	0.33	30.61	97.60	3.95	12.73	36.05	0.00
4921	2010	6	22	17.59	92.70	0.46	22.19	100.00	6.20	13.83	74.10	0.10
4922	2010	6	23	18.29	80.70	0.69	24.75	100.00	5.45	12.72	52.18	0.00
4923	2010	6	24	19.79	82.00	0.59	28.80	100.00	6.20	12.32	49.11	0.00
4924	2010	6	25	20.31	79.10	0.32	28.95	100.00	4.70	12.95	42.31	0.00
4925	2010	6	26	19.68	73.40	0.56	28.39	100.00	6.20	12.78	27.05	0.00
4926	2010	6	27	17.11	76.00	0.69	25.85	100.00	8.45	8.53	35.65	0.00
4927	2010	6	28	16.91	74.50	0.43	26.13	100.00	4.70	8.95	35.12	0.00
4928	2010	6	29	17.67	79.20	0.29	25.85	100.00	6.20	10.68	43.72	0.00
4929	2010	6	30	17.36	78.80	0.26	27.29	100.00	3.20	8.86	37.58	0.10
4930	2010	7	1	17.25	74.00	0.25	27.45	100.00	3.95	8.93	26.26	0.00
4931	2010	7	2	17.04	74.00	0.30	26.85	100.00	3.95	8.04	33.52	0.00
4932	2010	7	3	16.38	78.30	0.28	26.44	100.00	3.95	9.20	33.06	0.10
4933	2010	7	4	15.62	78.00	0.24	25.90	100.00	3.20	8.95	31.06	0.10
4934	2010	7	5	17.21	71.00	0.40	27.57	100.00	6.20	7.71	28.05	0.10
4935	2010	7	6	18.43	72.90	0.51	28.46	98.80	6.20	9.44	40.38	0.00
4936	2010	7	7	18.66	69.33	0.57	27.87	100.00	8.45	10.08	33.26	0.00
4937	2010	7	8	18.23	63.24	0.82	27.97	98.70	3.95	10.11	25.33	0.00
4938	2010	7	9	20.00	63.37	0.59	28.63	96.00	4.70	13.02	31.92	0.00
4939	2010	7	10	19.31	79.20	1.40	27.39	100.00	8.45	12.29	42.52	0.00
4940	2010	7	11	20.47	77.00	0.58	28.70	100.00	5.45	14.18	40.52	0.00
4941	2010	7	12	21.65	71.10	1.46	30.69	100.00	10.70	13.76	36.18	0.00
4942	2010	7	13	18.94	94.00	0.97	21.35	100.00	8.45	17.27	68.89	26.40
4943	2010	7	14	15.53	99.90	0.85	17.48	100.00	6.20	13.65	100.40	31.70
4944	2010	7	15	16.27	96.40	1.37	20.94	100.00	6.20	13.22	81.90	0.00
4945	2010	7	16	16.83	90.30	2.54	19.64	100.00	9.95	14.74	78.50	0.80
4946	2010	7	17	19.16	82.70	2.79	25.05	98.00	7.70	15.57	61.38	0.00
4947	2010	7	18	19.92	83.00	1.07	27.13	100.00	6.20	12.99	51.31	0.00
4948	2010	7	19	20.42	83.00	0.93	27.67	100.00	8.45	14.22	48.52	0.00
4949	2010	7	20	21.92	76.40	0.81	29.23	98.30	6.20	15.93	49.04	0.00
4950	2010	7	21	21.26	71.70	0.95	29.92	100.00	6.95	14.30	32.98	0.00
4951	2010	7	22	23.17	60.97	1.40	30.62	87.00	9.20	16.87	35.45	0.00
4952	2010	7	23	21.56	73.90	1.17	29.76	100.00	8.45	14.85	39.58	0.00
4953	2010	7	24	20.88	78.90	1.53	28.08	100.00	6.95	14.16	46.45	0.00
4954	2010	7	25	19.20	72.70	1.04	26.87	100.00	9.20	12.55	33.99	0.00
4955	2010	7	26	19.19	72.10	1.28	28.80	100.00	7.70	10.98	31.79	0.00
4956	2010	7	27	19.09	80.00	1.91	26.05	100.00	7.70	13.96	48.72	0.00
4957	2010	7	28	18.73	80.00	0.72	26.78	100.00	6.95	12.21	44.39	0.00
4958	2010	7	29	22.07	69.25	0.76	28.62	98.10	5.45	16.02	37.72	0.00
4959	2010	7	30	21.93	61.54	1.15	28.44	89.20	8.45	16.16	33.72	0.00
4960	2010	7	31	21.37	60.79	1.25	29.64	95.10	9.20	12.73	31.99	0.00
4961	2010	8	1	21.66	65.54	1.59	30.84	96.70	8.45	13.17	32.11	0.00
4962	2010	8	2	19.43	83.00	2.16	25.18	96.60	9.95	15.88	59.79	0.00
4963	2010	8	3	17.26	83.60	2.12	23.56	100.00	9.20	13.22	58.93	0.00
4964	2010	8	4	16.05	82.60	2.10	22.40	96.00	7.70	11.83	61.54	0.00
4965	2010	8	5	16.12	80.90	1.37	24.97	100.00	8.45	8.97	52.38	0.00
4966	2010	8	6	15.22	75.90	1.65	21.91	98.80	7.70	10.67	41.06	0.00
4967	2010	8	7	15.21	74.10	0.62	26.00	100.00	3.95	6.38	28.59	0.00
4968	2010	8	8	18.55	64.18	1.22	28.89	100.00	9.20	8.78	30.32	0.00
4969	2010	8	9	18.25	70.90	1.30	28.22	100.00	6.20	8.94	31.32	0.00
4970	2010	8	10	17.25	80.50	1.14	26.87	100.00	6.95	9.59	41.12	0.00
4971	2010	8	11	18.53	78.80	1.26	26.64	100.00	6.95	10.52	45.05	0.00
4972	2010	8	12	20.08	71.30	1.02	29.35	100.00	7.70	12.18	32.25	0.00
4973	2010	8	13	22.71	53.56	2.32	29.08	77.90	11.45	16.83	31.12	0.00
4974	2010	8	14	17.74	72.50	1.66	24.50	94.50	7.70	12.71	42.52	0.00
4975	2010	8	15	13.55	76.70	2.47	19.49	96.90	9.20	9.19	48.27	0.00
4976	2010	8	16	13.85	69.37	2.85	21.33	100.00	11.45	6.43	34.47	0.00
4977	2010	8	17	15.55	68.18	1.61	23.63	100.00	7.70	7.08	29.80	0.00
4978	2010	8	18	15.71	66.55	0.90	25.28	100.00	8.45	5.96	26.99	0.00
4979	2010	8	19	17.08	63.00	0.87	27.93	100.00	6.20	7.27	25.46	0.00
4980	2010	8	20	17.84	61.29	1.03	27.83	98.80	4.70	8.21	23.99	0.00
4981	2010	8	21	19.09	61.49	0.72	30.00	100.00	4.70	9.60	24.25	0.00
4982	2010	8	22	20.20	55.83	0.92	31.11	98.80	5.45	9.13	18.72	0.00
4983	2010	8	23	21.04	53.22	1.07	32.27	96.00	5.45	10.30	16.85	0.00
4984	2010	8	24	21.82	52.06	1.22	32.95	89.10	6.95	11.46	17.79	0.00
4985	2010	8	25	22.05	50.61	1.00	33.75	88.30	5.45	11.85	16.59	0.00
4986	2010	8	26	22.39	49.82	1.04	33.10	87.80	5.45	12.27	16.86	0.00
4987	2010	8	27	22.62	49.69	1.06	33.87	96.20	3.95	11.14	15.85	0.00
4988	2010	8	28	22.63	50.03	0.70	33.12	89.30	4.70	12.12	16.06	0.00
4989	2010	8	29	23.48	54.24	1.04	33.90	98.80	8.45	12.39	16.05	0.00
4990	2010	8	30	21.59	62.84	1.44	31.26	92.30	8.45	12.89	34.44	0.00
4991	2010	8	31	22.57	58.04	1.24	32.77	99.80	6.95	13.12	21.45	0.00
4992	2010	9	1	22.63	53.50	1.18	31.46	84.30	7.70	14.65	27.85	0.00
4993	2010	9	2	22.72	53.80	1.02	32.07	93.90	6.20	12.76	23.92	0.00
4994	2010	9	3	23.34	49.50	0.99	33.98	90.70	6.20	13.35	14.19	0.00
4995	2010	9	4	24.49	43.94	1.63	34.81	78.40	9.95	14.34	16.52	0.00
4996	2010	9	5	21.87	65.36	2.16	28.58	87.10	10.70	15.13	46.80	0.00
4997	2010	9	6	19.10	75.00	2.51	26.65	90.90	9.20	14.61	48.72	0.00
4998	2010	9	7	16.55	98.70	1.11	18.88	100.00	6.20	15.10	90.20	12.80
4999	2010	9	8	18.78	81.50	2.56	25.55	100.00	9.20	13.95	49.92	0.00
5000	2010	9	9	19.45	72.20	2.26	27.41	96.50	8.45	13.44	37.99	0.00
5001	2010	9	10	21.16	68.48	1.69	29.92	99.10	7.70	13.29	31.51	0.00
5002	2010	9	11	22.04	58.97	0.81	32.63	100.00	5.45	12.18	20.25	0.00
5003	2010	9	12	23.32	45.39	1.15	33.49	91.30	6.95	12.15	16.65	0.00
5004	2010	9	13	23.30	44.62	1.16	33.74	89.70	8.45	12.89	15.06	0.00
5005	2010	9	14	25.12	37.33	1.69	32.42	72.10	9.20	17.80	22.92	0.00
5006	2010	9	15	22.20	71.60	1.27	29.01	91.00	8.45	17.29	46.98	0.00
5007	2010	9	16	22.15	73.70	1.24	32.64	98.40	8.45	14.93	35.98	0.00
5008	2010	9	17	23.66	69.71	1.14	33.67	100.00	8.45	15.07	31.71	0.00
5009	2010	9	18	19.27	74.40	3.15	26.84	89.50	9.95	14.22	48.59	0.00
5010	2010	9	19	19.73	71.30	2.47	28.08	89.50	9.95	13.93	43.64	0.00
5011	2010	9	20	21.82	71.10	1.64	32.02	97.20	11.45	14.61	37.11	0.00
5012	2010	9	21	23.09	74.90	1.44	33.53	100.00	22.70	16.85	35.44	38.00
5013	2010	9	22	25.88	63.41	0.99	34.49	100.00	7.70	16.92	29.18	0.00
5014	2010	9	23	26.86	54.70	1.01	35.73	94.00	7.70	19.45	26.38	0.00
5015	2010	9	24	20.87	84.70	1.56	27.51	100.00	9.95	17.80	51.38	2.80
5016	2010	9	25	22.07	81.90	1.18	30.02	100.00	8.45	17.11	46.50	0.00
5017	2010	9	26	18.15	99.90	1.00	19.91	100.00	11.45	16.34	94.00	31.20
5018	2010	9	27	20.63	94.60	0.91	25.05	100.00	5.45	17.42	78.70	7.00
5019	2010	9	28	20.17	95.90	0.82	23.26	100.00	5.45	18.45	75.30	5.90
5020	2010	9	29	20.77	95.30	0.49	25.79	100.00	8.45	18.24	69.66	8.50
5021	2010	9	30	21.30	97.10	0.62	24.28	100.00	5.45	19.44	79.60	0.20
5022	2010	10	1	20.55	98.40	0.69	25.59	100.00	7.70	18.17	78.40	18.40
5023	2010	10	2	20.28	99.90	0.86	23.96	100.00	6.95	18.08	86.20	6.00
5024	2010	10	3	18.16	87.40	2.61	21.33	97.30	9.20	16.28	71.30	0.20
5025	2010	10	4	20.75	82.10	1.15	27.75	98.20	7.70	15.23	59.64	0.00
5026	2010	10	5	22.52	82.00	1.47	30.58	100.00	8.45	16.32	51.30	0.00
5027	2010	10	6	23.50	74.40	0.87	32.16	99.80	6.95	15.41	37.11	0.00
5028	2010	10	7	21.90	88.00	1.91	29.13	100.00	15.20	18.65	57.52	3.60
5029	2010	10	8	20.86	69.00	2.55	25.65	100.00	9.95	17.86	32.86	0.00
5030	2010	10	9	18.60	74.30	3.15	24.82	94.00	12.20	14.30	47.45	0.00
5031	2010	10	10	17.72	76.40	2.41	25.49	97.50	11.45	12.74	46.13	0.00
5032	2010	10	11	17.19	76.50	2.48	24.30	96.60	9.20	11.81	46.86	0.00
5033	2010	10	12	17.04	65.58	3.13	24.69	93.80	11.45	11.31	36.59	0.00
5034	2010	10	13	19.61	67.29	1.63	28.92	90.60	8.45	11.23	40.85	0.00
5035	2010	10	14	22.79	74.30	1.07	33.44	100.00	9.95	13.34	43.84	0.00
5036	2010	10	15	23.94	79.90	1.41	32.27	100.00	9.20	18.34	43.71	6.30
5037	2010	10	16	23.65	84.60	1.03	30.37	100.00	7.70	19.02	42.91	18.10
5038	2010	10	17	24.66	80.10	1.52	31.51	98.50	7.70	20.21	49.30	0.00
5039	2010	10	18	20.46	87.70	1.62	26.12	100.00	8.45	15.71	62.32	4.60
5040	2010	10	19	19.90	71.60	1.78	26.98	100.00	10.70	13.64	34.72	0.00
5041	2010	10	20	20.18	62.64	1.14	28.61	98.60	6.20	11.82	24.66	0.00
5042	2010	10	21	22.07	68.22	0.86	32.09	99.40	7.70	12.64	29.65	0.00
5043	2010	10	22	24.47	68.05	0.85	34.73	100.00	5.45	14.45	27.25	0.00
5044	2010	10	23	21.47	92.90	0.87	25.61	100.00	9.95	18.58	76.90	1.20
5045	2010	10	24	23.16	84.20	1.38	29.63	100.00	8.45	18.77	53.58	0.00
5046	2010	10	25	23.22	76.90	1.24	32.50	100.00	15.20	15.62	37.58	3.40
5047	2010	10	26	20.90	84.70	1.50	27.65	100.00	8.45	16.15	54.98	3.20
5048	2010	10	27	20.86	68.11	1.71	27.63	98.90	9.20	14.56	32.19	0.00
5049	2010	10	28	22.08	61.35	0.61	30.61	99.50	5.45	13.67	23.92	0.00
5050	2010	10	29	25.00	55.02	0.80	35.09	100.00	7.70	13.31	20.05	0.00
5051	2010	10	30	20.55	84.90	1.13	27.21	100.00	15.95	17.57	52.94	21.60
5052	2010	10	31	22.93	84.60	0.43	27.62	100.00	4.70	17.72	65.30	0.00
5053	2010	11	1	23.71	81.70	1.02	27.94	100.00	6.20	19.49	55.65	0.00
5054	2010	11	2	22.32	66.27	0.69	28.98	96.80	6.20	16.97	31.98	0.00
5055	2010	11	3	23.12	66.25	1.21	30.83	100.00	9.20	15.25	29.32	0.00
5056	2010	11	4	24.95	68.20	0.87	32.46	97.30	7.70	16.86	35.72	0.00
5057	2010	11	5	24.66	77.20	1.13	33.01	100.00	12.95	19.37	39.18	6.50
5058	2010	11	6	21.93	91.70	1.02	27.20	100.00	10.70	19.12	62.65	4.70
5059	2010	11	7	23.18	73.60	0.73	31.02	100.00	6.20	16.24	35.72	0.00
5060	2010	11	8	25.12	73.00	0.81	34.39	100.00	6.95	16.35	34.78	0.00
5061	2010	11	9	25.49	75.70	0.95	31.89	98.70	7.70	19.87	53.84	0.50
5062	2010	11	10	23.05	82.50	1.70	29.90	100.00	9.95	19.20	52.31	3.40
5063	2010	11	11	20.16	78.40	2.77	25.35	91.80	9.95	16.47	59.46	0.00
5064	2010	11	12	20.42	79.90	2.10	26.42	95.00	9.20	15.84	61.78	0.00
5065	2010	11	13	19.58	82.40	2.27	23.58	96.70	8.45	16.49	68.53	0.30
5066	2010	11	14	20.93	77.90	1.65	27.54	94.40	6.95	16.21	56.58	0.00
5067	2010	11	15	22.28	70.50	1.36	30.51	100.00	9.95	14.42	26.85	0.00
5068	2010	11	16	19.85	97.00	0.38	23.69	100.00	3.95	17.13	80.90	8.90
5069	2010	11	17	22.50	82.70	0.87	29.31	100.00	6.95	17.42	47.65	0.80
5070	2010	11	18	23.35	64.98	2.00	30.22	100.00	10.70	16.75	29.65	0.60
5071	2010	11	19	24.23	52.88	0.99	33.31	100.00	7.70	13.55	17.12	0.00
5072	2010	11	20	24.26	63.69	1.13	33.20	89.60	12.20	16.90	30.25	0.00
5073	2010	11	21	25.69	70.90	0.67	34.34	95.10	8.45	19.99	37.58	0.20
5074	2010	11	22	22.92	91.20	1.27	28.57	100.00	7.70	19.72	67.31	6.40
5075	2010	11	23	23.80	84.30	1.43	30.92	100.00	8.45	19.72	48.31	0.00
5076	2010	11	24	25.39	74.40	1.10	32.63	97.80	7.70	19.37	43.98	0.00
5077	2010	11	25	24.06	83.40	1.23	34.27	100.00	16.70	19.38	35.05	5.90
5078	2010	11	26	22.96	85.50	1.17	29.47	100.00	7.70	18.50	53.84	0.10
5079	2010	11	27	25.00	69.36	1.27	32.45	100.00	9.20	17.32	32.31	0.00
5080	2010	11	28	26.81	57.19	0.86	35.28	99.90	5.45	17.99	16.52	0.00
5081	2010	11	29	25.48	72.50	1.53	32.98	97.10	10.70	18.98	45.24	0.00
5082	2010	11	30	24.88	82.40	1.33	31.92	98.30	9.20	21.25	53.24	0.00
5083	2010	12	1	25.76	79.50	1.52	32.64	100.00	9.95	21.15	48.37	7.70
5084	2010	12	2	24.44	90.40	0.88	29.92	100.00	7.70	20.84	66.10	7.50
5085	2010	12	3	25.40	89.30	1.05	32.90	100.00	7.70	21.64	56.30	0.10
5086	2010	12	4	26.70	81.50	1.13	33.87	100.00	9.95	21.24	46.16	5.80
5087	2010	12	5	25.21	87.90	1.34	34.47	100.00	18.20	21.07	48.44	0.20
5088	2010	12	6	24.35	84.20	2.01	30.24	100.00	9.95	20.14	62.11	0.00
5089	2010	12	7	25.42	78.70	1.18	33.12	100.00	7.70	18.56	35.18	0.00
5090	2010	12	8	26.99	77.10	1.63	33.03	100.00	10.70	21.77	42.64	0.00
5091	2010	12	9	26.08	73.60	2.23	31.71	97.20	8.45	20.57	45.05	0.00
5092	2010	12	10	26.15	65.62	1.63	34.18	99.40	7.70	17.83	32.44	0.00
5093	2010	12	11	24.86	85.90	1.44	34.97	100.00	10.70	19.82	48.63	22.80
5094	2010	12	12	26.20	83.70	0.91	33.80	100.00	9.20	21.79	49.50	0.10
5095	2010	12	13	22.97	96.20	1.56	32.18	100.00	18.95	20.10	63.30	60.00
5096	2010	12	14	19.26	99.90	1.27	21.53	100.00	7.70	17.10	94.40	34.50
5097	2010	12	15	21.48	89.80	2.56	25.11	100.00	9.20	17.33	76.30	0.10
5098	2010	12	16	22.03	97.60	1.22	27.48	100.00	6.95	19.84	75.00	16.20
5099	2010	12	17	22.70	95.40	0.99	28.82	100.00	8.45	20.36	72.80	5.30
5100	2010	12	18	22.97	92.80	0.48	26.95	100.00	5.45	20.18	72.10	0.30
5101	2010	12	19	24.44	87.50	0.58	31.98	100.00	7.70	20.81	51.03	3.90
5102	2010	12	20	26.03	82.40	0.85	32.43	100.00	9.20	20.20	49.57	0.00
5103	2010	12	21	25.42	85.30	1.16	33.53	100.00	7.70	20.88	50.17	4.20
5104	2010	12	22	23.83	92.30	1.00	30.57	100.00	8.45	20.65	62.97	21.00
5105	2010	12	23	23.45	92.20	1.12	28.59	100.00	6.20	20.27	68.12	10.60
5106	2010	12	24	24.66	83.00	1.18	30.32	100.00	7.70	20.01	55.25	0.00
5107	2010	12	25	24.05	91.70	0.71	29.86	100.00	9.20	19.98	70.30	1.20
5108	2010	12	26	23.02	99.90	0.66	28.46	100.00	6.95	21.39	80.90	24.20
5109	2010	12	27	24.60	87.00	1.53	30.32	100.00	8.45	20.98	63.04	0.00
5110	2010	12	28	23.99	79.60	1.80	30.63	96.50	8.45	18.47	56.51	0.00
5111	2010	12	29	23.07	72.80	1.94	30.08	98.00	9.20	16.75	35.32	0.00
5112	2010	12	30	23.28	77.00	2.40	30.02	99.00	9.20	17.77	49.32	0.00
5113	2010	12	31	23.75	77.30	1.97	30.75	97.10	9.20	17.68	55.31	0.00
5114	2011	1	1	24.20	82.80	1.52	29.83	97.00	6.95	19.57	62.45	0.00
5115	2011	1	2	22.14	97.00	0.83	26.40	100.00	6.20	19.40	81.00	36.40
5116	2011	1	3	21.13	99.90	0.72	23.47	100.00	6.20	19.34	97.70	93.60
5117	2011	1	4	23.27	97.20	0.60	27.26	100.00	9.95	20.91	75.90	3.70
5118	2011	1	5	24.41	90.00	0.98	31.31	100.00	15.95	19.66	57.30	45.20
5119	2011	1	6	23.24	95.70	0.74	30.44	100.00	7.70	19.29	61.11	22.70
5120	2011	1	7	23.78	93.60	0.54	28.74	100.00	5.45	20.47	73.40	0.00
5121	2011	1	8	23.24	96.80	0.55	30.49	100.00	7.70	20.49	62.83	47.40
5122	2011	1	9	24.16	92.20	0.79	30.50	100.00	8.45	20.59	62.31	0.30
5123	2011	1	10	25.54	85.90	1.07	32.18	100.00	6.95	20.60	54.38	22.60
5124	2011	1	11	23.88	94.60	0.71	29.17	100.00	6.95	20.11	72.80	10.30
5125	2011	1	12	24.30	93.50	1.39	29.80	100.00	7.70	20.45	73.10	25.90
5126	2011	1	13	23.15	99.30	0.56	27.27	100.00	6.20	21.16	80.10	14.10
5127	2011	1	14	23.38	97.50	0.72	29.89	100.00	9.20	20.54	72.60	11.30
5128	2011	1	15	24.85	84.40	0.92	31.60	100.00	9.95	19.04	50.98	0.10
5129	2011	1	16	24.86	86.70	0.98	32.01	100.00	9.95	19.81	54.64	1.70
5130	2011	1	17	23.32	93.90	0.65	28.30	100.00	6.95	20.28	70.50	29.20
5131	2011	1	18	23.02	96.60	0.63	30.52	100.00	6.20	20.77	64.50	7.60
5132	2011	1	19	23.89	97.20	0.47	29.29	100.00	10.70	20.65	71.20	0.90
5133	2011	1	20	22.84	98.20	0.75	29.66	100.00	9.95	19.29	69.38	20.10
5134	2011	1	21	26.19	83.60	0.84	34.54	100.00	8.45	20.25	44.71	0.00
5135	2011	1	22	26.58	80.80	0.79	34.14	100.00	8.45	20.95	42.78	0.60
5136	2011	1	23	25.92	85.10	1.02	33.82	100.00	8.45	20.63	48.24	2.00
5137	2011	1	24	26.28	81.50	0.74	34.03	100.00	7.70	20.02	45.58	0.00
5138	2011	1	25	26.09	83.10	0.66	33.69	100.00	6.20	20.91	49.91	0.00
5139	2011	1	26	25.92	84.60	0.63	33.30	100.00	6.95	20.70	48.91	0.40
5140	2011	1	27	26.94	78.50	1.07	34.25	100.00	8.45	21.61	43.78	0.00
5141	2011	1	28	26.84	76.20	0.95	33.55	100.00	5.45	19.96	43.92	0.00
5142	2011	1	29	27.06	77.10	0.96	34.08	100.00	9.95	21.19	43.98	3.90
5143	2011	1	30	26.46	79.00	0.77	33.76	100.00	5.45	20.27	46.18	0.00
5144	2011	1	31	25.60	84.20	0.93	33.47	100.00	10.70	20.42	47.05	0.70
5145	2011	2	1	23.92	87.10	0.59	28.57	100.00	6.20	20.15	61.92	0.00
5146	2011	2	2	24.35	90.40	0.57	30.80	100.00	7.70	21.28	59.10	0.50
5147	2011	2	3	23.04	95.80	0.42	25.55	100.00	3.95	20.56	80.40	0.00
5148	2011	2	4	23.92	92.90	0.65	29.23	100.00	4.70	20.38	71.80	6.00
5149	2011	2	5	25.61	81.40	0.79	33.31	100.00	7.70	20.26	43.31	0.00
5150	2011	2	6	27.02	73.60	1.05	34.79	100.00	10.70	20.21	39.18	0.00
5151	2011	2	7	25.32	81.80	0.65	32.84	100.00	6.20	20.92	52.37	0.00
5152	2011	2	8	26.71	75.80	0.90	33.70	100.00	6.95	20.17	43.78	0.00
5153	2011	2	9	26.57	77.50	0.99	34.31	100.00	7.70	21.11	39.45	0.00
5154	2011	2	10	25.48	82.00	0.82	33.35	100.00	9.95	19.72	48.44	12.40
5155	2011	2	11	25.45	82.50	0.49	32.56	100.00	7.70	20.49	49.38	0.10
5156	2011	2	12	25.70	79.30	0.77	34.49	100.00	12.20	20.23	42.45	10.00
5157	2011	2	13	25.45	83.90	0.54	31.29	100.00	5.45	20.68	48.78	0.00
5158	2011	2	14	23.70	92.50	0.78	30.44	100.00	8.45	20.85	59.85	11.20
5159	2011	2	15	23.45	94.10	0.97	29.22	100.00	6.95	21.30	70.90	2.20
5160	2011	2	16	23.96	90.50	1.00	31.46	100.00	11.45	20.21	54.38	24.70
5161	2011	2	17	23.77	88.60	0.84	31.34	100.00	8.45	20.06	56.64	14.20
5162	2011	2	18	23.20	90.90	0.77	31.91	100.00	6.95	18.80	51.84	6.00
5163	2011	2	19	24.67	82.90	0.63	32.76	100.00	6.95	19.12	33.85	0.00
5164	2011	2	20	25.31	81.60	0.78	33.54	100.00	9.20	19.55	42.38	0.00
5165	2011	2	21	25.63	78.60	0.71	34.57	100.00	7.70	19.67	36.85	0.00
5166	2011	2	22	26.11	78.70	1.05	32.63	100.00	16.70	20.08	51.05	23.50
5167	2011	2	23	24.67	88.20	0.86	32.59	100.00	6.95	20.07	54.91	0.70
5168	2011	2	24	25.19	88.80	0.56	32.03	100.00	8.45	20.88	55.11	0.00
5169	2011	2	25	25.91	86.00	0.49	33.07	100.00	6.20	21.48	48.31	3.20
5170	2011	2	26	26.13	83.70	1.07	33.09	100.00	7.70	20.95	53.64	0.00
5171	2011	2	27	24.26	92.50	0.72	31.27	100.00	5.45	21.19	64.38	3.40
5172	2011	2	28	21.64	99.90	0.81	25.20	100.00	7.70	20.01	91.90	19.80
5173	2011	3	1	21.51	98.50	1.01	25.65	100.00	6.95	19.37	81.30	2.40
5174	2011	3	2	21.07	98.80	2.22	22.42	100.00	7.70	19.07	91.20	13.20
5175	2011	3	3	19.94	99.90	1.30	21.43	100.00	6.20	18.49	93.40	14.20
5176	2011	3	4	20.23	99.70	1.22	22.35	100.00	6.95	19.13	92.70	12.20
5177	2011	3	5	20.25	98.10	2.63	22.44	100.00	10.70	19.13	87.00	6.60
5178	2011	3	6	21.66	91.30	1.23	26.71	100.00	6.95	18.31	71.20	28.50
5179	2011	3	7	20.92	95.70	1.56	25.01	100.00	6.95	18.56	80.30	3.40
5180	2011	3	8	21.94	92.70	0.92	26.20	99.00	5.45	18.70	78.80	1.30
5181	2011	3	9	24.07	85.80	1.15	29.23	100.00	6.95	18.79	65.05	0.00
5182	2011	3	10	24.67	83.50	0.79	31.76	100.00	9.95	18.99	50.25	0.30
5183	2011	3	11	24.61	88.00	0.59	31.08	100.00	6.20	20.53	57.31	12.30
5184	2011	3	12	22.79	99.70	0.96	27.36	100.00	5.45	20.56	78.00	75.50
5185	2011	3	13	24.90	88.70	0.91	30.68	100.00	6.20	20.64	61.64	1.00
5186	2011	3	14	24.29	89.00	0.91	31.03	100.00	8.45	20.06	60.44	0.00
5187	2011	3	15	23.62	86.30	1.56	28.85	100.00	9.20	20.34	66.72	0.00
5188	2011	3	16	22.39	85.30	2.05	27.90	98.20	8.45	19.00	63.92	0.00
5189	2011	3	17	23.98	85.40	0.67	30.86	100.00	5.45	18.56	59.84	0.00
5190	2011	3	18	23.46	97.80	0.66	29.81	100.00	7.70	20.69	68.65	16.80
5191	2011	3	19	22.20	95.90	2.03	25.20	100.00	10.70	19.76	81.50	1.50
